hospital_id,hospital_name,hospital_type,department,address,city,district,lat,lon,phone,weekday_open,weekday_close,weekend_open,has_weekend,night_service,is_emergency,emergency_level
H00231,동송제일정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 철원군 동송읍 금학로 215, 2층",철원군,동송읍,38.207824,127.2179103,033-458-1188,,,,0,0,0,NONE
H00232,동해금강의원,CLINIC,"내과, 가정의학과","강원특별자치도 동해시 동해대로 5143, (효가동)",동해시,동해대로,37.5034504,129.1066052,033-520-7051,,,,0,0,0,NONE
H00233,동해의원,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 장안로 29, (동명동)",속초시,장안로,38.2111361,128.5926622,033-637-7585,,,,0,0,0,NONE
H00234,동해정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 동해시 효자로 688, (효가동)",동해시,효자로,37.4922591,129.1094662,033-522-2770,,,,0,0,0,NONE
H00235,동해제일내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 동해시 청운1길 48, 2층 201호 (쇄운동)",동해시,청운1길,37.4859413,129.1085081,033-522-6638,,,,0,0,0,NONE
H00236,동해튼튼마취통증의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 동해시 한섬로 111-7, 현진빌딩 2층 202,203호 (천곡동)",동해시,한섬로,37.5222543,129.1152178,033-531-8275,,,,0,0,0,NONE
H00237,동해프라임내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 동해시 천곡로 86-2, 대륜빌딩 201호 (천곡동)",동해시,천곡로,37.5228662,129.1150224,033-533-5580,,,,0,0,0,NONE
H00238,두드림내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 우두1길 87, 2층 (우두동)",춘천시,우두1길,37.9075288,127.7340769,033-257-2575,,,,0,0,0,NONE
H00239,두리의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 안마산로 199, 3층 302호 (퇴계동)",춘천시,안마산로,37.8505455,127.7364456,033-263-7582,,,,0,0,0,NONE
H00240,드림365소아청소년과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 지정면 신지정로 322, 탑프라자 402,403호",원주시,지정면,37.3825827,127.8724962,033-734-3650,,,,0,0,0,NONE
H00241,드림아이안과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 방송길 98, 3층 (온의동)",춘천시,방송길,37.8679122,127.7201749,033-241-0025,,,,0,0,0,NONE
H00242,드림연세안과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 원일로 120, 2층 (중앙동)",원주시,원일로,37.3503162,127.9484763,033-742-0101,,,,0,0,0,NONE
H00243,류상우소아청소년과의원,CLINIC,"내과, 가정의학과","강원특별자치도 태백시 연지로 21, (황지동)",태백시,연지로,37.1757031,128.9893745,033-553-2094,,,,0,0,0,NONE
H00244,류수정안과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 지석로 85, 2층 203,204호 (석사동)",춘천시,지석로,37.851124,127.7448581,033-262-6500,,,,0,0,0,NONE
H00245,리블룸의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 능라동길 73, 3층 (무실동)",원주시,능라동길,37.3331058,127.930263,050714892050,,,,0,0,0,NONE
H00246,리안의원,CLINIC,"내과, 가정의학과","강원특별자치도 동해시 오일장길 30, (구미동)",동해시,오일장길,37.4822847,129.126191,033-522-2345,,,,0,0,0,NONE
H00247,리온재활의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 춘천로 188, (효자동)",춘천시,춘천로,37.8762547,127.7352717,033-241-3322,,,,0,0,0,NONE
H00248,리조이셀의원,CLINIC,"내과, 가정의학과","강원특별자치도 강릉시 교동광장로 115, 2층 (교동)",강릉시,교동광장로,37.7649268,128.8775335,033-645-0815,,,,0,0,0,NONE
H00249,마디세움 정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 지정면 신지정로 322-1, 센텀뷰 5층",원주시,지정면,37.3824014,127.8731714,033-901-8275,,,,0,0,0,NONE
H00250,마디온정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 안마산로 107, 2.3.4층 (퇴계동)",춘천시,안마산로,37.8545577,127.7275217,033-249-8575,,,,0,0,0,NONE
H00251,마디튼튼마취통증의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 능라동길 65, 휴먼타워 201~205호 (무실동)",원주시,능라동길,37.3335166,127.9307231,033-747-1188,,,,0,0,0,NONE
H00252,마음편한정신건강의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 서원대로 406, 503호 (단구동)",원주시,서원대로,37.3302107,127.9496766,033-766-7675,,,,0,0,0,NONE
H00253,만종의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 호저면 사제로 596, (원주운전면허시험장)",원주시,호저면,37.337911,127.8979784,033-747-8544,,,,0,0,0,NONE
H00254,맑은정신건강의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 경춘로 2362, 2층 201호 (온의동)",춘천시,경춘로,37.8642732,127.7205718,033-243-8900,,,,0,0,0,NONE
H00255,매일진료365의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 능라동길 65, 휴먼타워 1, 3층 (무실동)",원주시,능라동길,37.3335166,127.9307231,033-813-4675,,,,0,0,0,NONE
H00256,명석진 내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 후석로186번길 14, (석사동)",춘천시,후석로186번길,37.867306,127.7537849,033-263-0938,,,,0,0,0,NONE
H00257,명성메디칼의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 현충로 11, 2,3층 (태장동)",원주시,현충로,37.3568544,127.9550891,033-731-3651,,,,0,0,0,NONE
H00258,모아산부인과의원,CLINIC,"내과, 가정의학과","강원특별자치도 홍천군 홍천읍 홍천로 356, 356",홍천군,홍천읍,37.688697,127.8850218,033-432-9020,,,,0,0,0,NONE
H00259,문민규정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 태백시 황지로 90, (황지동)",태백시,황지로,37.1667415,128.9921718,033-552-7055,,,,0,0,0,NONE
H00260,문유보이비인후과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 후석로 12, (석사동)",춘천시,후석로,37.8561315,127.7395676,033-261-7580,,,,0,0,0,NONE
H00261,미드림의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 서원대로 165, 3층 (단계동, 대호빌딩)",원주시,서원대로,37.3444803,127.929959,033-746-4222,,,,0,0,0,NONE
H00262,미래산부인과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 단구로 183, (명륜동)",원주시,단구로,37.336073,127.9487566,033-766-8008,,,,0,0,0,NONE
H00263,미래산부인과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 중앙로 118, (소양로4가)",춘천시,중앙로,37.8767664,127.7220293,033-241-7677,,,,0,0,0,NONE
H00264,미르이비인후과의원,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 중앙로 20, B동 2층 (교동)",속초시,중앙로,38.1982739,128.5795054,033-633-7573,,,,0,0,0,NONE
H00265,미사랑의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 퇴계농공로 22, (석사동)",춘천시,퇴계농공로,37.8512402,127.7441194,033-263-2638,,,,0,0,0,NONE
H00266,미소마취통증의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 모란1길 69, 201호 (우산동)",원주시,모란1길,37.3615363,127.932997,033-900-7500,,,,0,0,0,NONE
H00267,미소외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 태백시 황지로 89, (황지동)",태백시,황지로,37.1668345,128.9916666,033-553-0097,,,,0,0,0,NONE
H00268,미앤아이 의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 후석로 18, (석사동)",춘천시,후석로,37.8565888,127.7400968,033-262-1991,,,,0,0,0,NONE
H00269,미즈산부인과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 이화6길 1, (단계동)",원주시,이화6길,37.343555,127.9322618,033-733-6100,,,,0,0,0,NONE
H00270,미즈앤미의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 춘천로 207, (효자동)",춘천시,춘천로,37.8773826,127.7369612,033-256-1888,,,,0,0,0,NONE
H00271,민병철내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 후석로 326, 403호 (후평동, 엠타워빌딩)",춘천시,후석로,37.880073,127.7501374,033-251-8242,,,,0,0,0,NONE
H00272,민영의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 북원로 2695, (가현동)",원주시,북원로,37.384214,127.9471958,033-732-9798,,,,0,0,0,NONE
H00273,바로그의원,CLINIC,"내과, 가정의학과","강원특별자치도 강릉시 경강로 2090-1, 3,4,5층 (임당동)",강릉시,경강로,37.7542156,128.8957859,033-647-9111,,,,0,0,0,NONE
H00274,바로척척신경외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 동해대로 4174, 2층 (조양동)",속초시,동해대로,38.1919251,128.5794073,033-636-8577,,,,0,0,0,NONE
H00275,바른속내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 동부순환로 31, 3층 (반곡동)",원주시,동부순환로,37.3196242,127.9709122,033-901-5400,,,,0,0,0,NONE
H00276,바른정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 청대로 347, (교동)",속초시,청대로,38.1974651,128.5721888,033-633-6119,,,,0,0,0,NONE
H00277,박관영정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 동내면 춘천순환로 62, 2층",춘천시,동내면,37.8552434,127.750665,033-260-4800,,,,0,0,0,NONE
H00278,박규래정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 무실로 26, (일산동)",원주시,무실로,37.3478133,127.9487432,033-746-5538,,,,0,0,0,NONE
H00279,박동훈내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 봉화로 22, 6층 (단계동, 더파크타워)",원주시,봉화로,37.3462366,127.928795,033-746-7588,,,,0,0,0,NONE
H00280,박명옥내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 영월군 영월읍 단종로 10, 1층층",영월군,영월읍,37.1843146,128.4683839,033-372-3575,,,,0,0,0,NONE
H00281,박민형안과의원,CLINIC,"내과, 가정의학과","강원특별자치도 강릉시 경강로 2109, 4층 (임당동, 문선빌딩)",강릉시,경강로,37.7556928,128.8972549,033-643-3133,,,,0,0,0,NONE
H00282,박비뇨기과의원,CLINIC,"내과, 가정의학과","강원특별자치도 강릉시 경강로 2092-1, (임당동)",강릉시,경강로,37.7544566,128.8960582,033-648-2430,,,,0,0,0,NONE
H00283,박비뇨기과의원,CLINIC,"내과, 가정의학과","강원특별자치도 삼척시 진주로 25, 신한은행 (남양동)",삼척시,진주로,37.443009,129.1637851,033-574-7666,,,,0,0,0,NONE
H00284,박영록신경외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 홍천군 홍천읍 홍천로 366, (홍천읍)",홍천군,홍천읍,37.6890034,127.8859089,033-434-8275,,,,0,0,0,NONE
H00285,박원일마취통증의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 동해시 공단1로 7-11, (구미동)",동해시,공단1로,37.4710864,129.1409654,033-521-0266,,,,0,0,0,NONE
H00286,박유인소아청소년과의원,CLINIC,"내과, 가정의학과","강원특별자치도 강릉시 솔올로 25, 2층 (교동)",강릉시,솔올로,37.7642131,128.8776272,033-641-2391,,,,0,0,0,NONE
H00287,박이비인후과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 금강로 62, (조양동)",춘천시,금강로,37.8796451,127.7282286,033-253-4503,,,,0,0,0,NONE
H00288,박정민통증의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 동해대로 4177, 4층 (조양동)",속초시,동해대로,38.1921319,128.5785904,033-636-1006,,,,0,0,0,NONE
H00289,박정빈외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 강릉시 경강로 2109, 3층 (임당동, 문선빌딩)",강릉시,경강로,37.7556928,128.8972549,033-648-0080,,,,0,0,0,NONE
H00290,박정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 동해시 동굴로 104, (천곡동)",동해시,동굴로,37.5174559,129.1155332,033-533-8255,,,,0,0,0,NONE
H00291,박찬우365의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 안마산로 97, 2층 (퇴계동)",춘천시,안마산로,37.8550619,127.7264996,033-253-0365,,,,0,0,0,NONE
H00292,박현민성형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 서원대로 156, 5층 (단계동)",원주시,서원대로,37.3440918,127.9289354,033-742-7773,,,,0,0,0,NONE
H00293,박희홍의원,CLINIC,"내과, 가정의학과","강원특별자치도 고성군 거진읍 거탄진로 137, 137",고성군,거진읍,38.447096,128.4557516,033-682-8282,,,,0,0,0,NONE
H00294,밝은김안과의원,CLINIC,"내과, 가정의학과","강원특별자치도 영월군 영월읍 중앙1로 23, (시외버스터미널 2층)",영월군,영월읍,37.1829585,128.4652752,033-373-0075,,,,0,0,0,NONE
H00295,밝은미래의원,CLINIC,"내과, 가정의학과","강원특별자치도 양구군 양구읍 사명길 32, (양구읍)",양구군,양구읍,38.1037079,127.9884012,033-481-2575,,,,0,0,0,NONE
H00296,배상일심장혈관흉부외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 삼척시 중앙로 245, 1층 (남양동)",삼척시,중앙로,37.4451124,129.1676972,033-576-7575,,,,0,0,0,NONE
H00297,배재천신경과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 후석로 22, (석사동)",춘천시,후석로,37.8567396,127.7402992,033-261-3710,,,,0,0,0,NONE
H00298,백골의원,CLINIC,"내과, 가정의학과","강원특별자치도 철원군 서면 금강로 7628, (서면)",철원군,서면,38.2008523,127.4237299,033-450-6074,,,,0,0,0,NONE
H00299,백신경외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 동해시 동해대로 5461, (평릉동)",동해시,동해대로,37.5296172,129.1044874,033-533-8181,,,,0,0,0,NONE
H00300,백태준성형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 감영길 11, (일산동)",원주시,감영길,37.3474624,127.9500358,033-735-7575,,,,0,0,0,NONE
H00301,백피부과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 원일로115번길 1, (일산동)",원주시,원일로115번길,37.3498077,127.9483615,033-748-1291,,,,0,0,0,NONE
H00302,백호의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 소초면 치악로 2367, 의무대 1,2층",원주시,소초면,37.3860581,127.976279,033-736-7102,,,,0,0,0,NONE
H00303,밴스의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 서원대로 416, 2층 (단구동)",원주시,서원대로,37.3295475,127.950692,033-812-3034,,,,0,0,0,NONE
H00304,법무부 춘천소년원 부속의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 동내면 장안길 51, 신촌정보통신학교",춘천시,동내면,37.8457427,127.7626282,033-261-9201,,,,0,0,0,NONE
H00305,베스트비뇨기과의원,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 중앙로 20, A동 3층 302호 (교동)",속초시,중앙로,38.1982739,128.5795054,033-633-1175,,,,0,0,0,NONE
H00306,베스트안과의원,CLINIC,"내과, 가정의학과","강원특별자치도 강릉시 경강로 2110, (임당동)",강릉시,경강로,37.7553336,128.8976716,033-6476-1667,,,,0,0,0,NONE
H00307,베스트정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 중앙로 127, 4층 (금호동)",속초시,중앙로,38.2027849,128.5900198,033-632-7501,,,,0,0,0,NONE
H00308,벧엘의료재단 우리들의원,CLINIC,"내과, 가정의학과","강원특별자치도 정선군 정선읍 비봉로 53, (정선읍)",정선군,정선읍,37.3813356,128.6641873,033-563-1912,,,,0,0,0,NONE
H00309,변미숙산부인과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 경춘로 2362, 3층 (온의동)",춘천시,경춘로,37.8642732,127.7205718,033-256-5005,,,,0,0,0,NONE
H00310,본안과의원,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 중앙로 20, 2층 201호 (교동)",속초시,중앙로,38.1982739,128.5795054,033-637-9100,,,,0,0,0,NONE
H00311,본정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 강릉시 금성로 60, 5층 (성내동)",강릉시,금성로,37.7518409,128.8947911,033-648-7582,,,,0,0,0,NONE
H00312,봄내랑내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 후석로 318, 3,4층 (후평동)",춘천시,후석로,37.8795144,127.750513,033-257-3009,,,,0,0,0,NONE
H00313,봄내사랑의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 모수물길 70, 2층 (소양로2가)",춘천시,모수물길,37.8894105,127.7254315,033-253-9510,,,,0,0,0,NONE
H00314,봄내아이 소아청소년과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 지석로 11, (퇴계동)",춘천시,지석로,37.8535241,127.7375259,033-264-1191,,,,0,0,0,NONE
H00315,봉오의원,CLINIC,"내과, 가정의학과","강원특별자치도 화천군 상서면 신월동로 52, (상서면)",화천군,상서면,38.1967621,127.5995177,,,,,0,0,0,NONE
H00316,봉포의원,CLINIC,"내과, 가정의학과","강원특별자치도 고성군 토성면 토성로 89, 봉포프라자",고성군,토성면,38.2539575,128.5627798,,,,,0,0,0,NONE
H00317,부곡의원,CLINIC,"내과, 가정의학과","강원특별자치도 동해시 발한로 69-0, (부곡동)",동해시,발한로,37.5385698,129.1015261,033-533-1045,,,,0,0,0,NONE
H00318,부부소아청소년과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 문막읍 왕건로 48, (문막읍)",원주시,문막읍,37.3238795,127.8293112,033-746-5988,,,,0,0,0,NONE
H00319,북평의원,CLINIC,"내과, 가정의학과","강원특별자치도 동해시 전천로 303, (북평동)",동해시,전천로,37.4831764,129.1247815,033-521-7180,,,,0,0,0,NONE
H00320,뷰티온의원 속초점,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 동해대로 4117, 4층 (조양동)",속초시,동해대로,38.1892434,128.5840154,033-800-8859,,,,0,0,0,NONE
H00321,블리비의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 서원대로 396, 스타월드 4층 409호, 410호, 411호, 415호 (단구동)",원주시,서원대로,37.3307458,127.9488807,18339359,,,,0,0,0,NONE
H00322,블리비의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 방송길 106, 101호~103호, 201호~202호호 (온의동)",춘천시,방송길,37.8674049,127.7210609,18332346,,,,0,0,0,NONE
H00323,비앤비이승준안과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 춘천로17번길 37, 4층 (온의동)",춘천시,춘천로17번길,37.8676873,127.7179875,033-252-1080,,,,0,0,0,NONE
H00324,쁘띠365의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 중앙로 59, 지하1, 1, 2층 (중앙로2가)",춘천시,중앙로,37.8797093,127.7272221,033-818-0650,,,,0,0,0,NONE
H00325,사랑나무 소아청소년과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 방송길 84, (온의동,롯데마트3층)",춘천시,방송길,37.868583,127.7180606,033-252-8275,,,,0,0,0,NONE
H00326,사랑마취통증의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 안마산로 99-1, 4층 (퇴계동)",춘천시,안마산로,37.8550619,127.7264996,033-242-7516,,,,0,0,0,NONE
H00327,사랑마취통증의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 철원군 서면 와수로 162, 참사랑의원",철원군,서면,38.2379235,127.4379994,033-458-7749,,,,0,0,0,NONE
H00328,사랑샘안과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 후석로 284-1, (후평동)",춘천시,후석로,37.8769163,127.7523788,033-241-6484,,,,0,0,0,NONE
H00329,사랑정신건강의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 영서로 2341, (온의동)",춘천시,영서로,37.8683518,127.7158638,033-257-0088,,,,0,0,0,NONE
H00330,산악의원,CLINIC,"내과, 가정의학과","강원특별자치도 인제군 기린면 기린로 28, 기린우체국(사서함116-1) 1층",인제군,기린면,37.9546738,128.3175766,033-460-7119,,,,0,0,0,NONE
H00331,삼성마취통증의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 홍천군 홍천읍 꽃뫼로 124, (홍천읍)",홍천군,홍천읍,37.6915,127.8874315,033-435-3663,,,,0,0,0,NONE
H00332,삼성서울리프앤톡스의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 혁신로 35, 3층 301~302호 (반곡동)",원주시,혁신로,37.3242961,127.9781362,033-813-1707,,,,0,0,0,NONE
H00333,삼성수의원,CLINIC,"내과, 가정의학과","강원특별자치도 영월군 영월읍 중앙1로 15, (2층)",영월군,영월읍,37.1825015,128.4655777,033-375-2000,,,,0,0,0,NONE
H00334,삼성신경외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 횡성군 둔내면 경강로둔방8길 2, (둔내면)",횡성군,둔내면,37.5130295,128.2125134,033-343-0222,,,,0,0,0,NONE
H00335,삼성신경외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 중앙로 136, 5층 (소양로4가)",춘천시,중앙로,37.876118,127.7201096,033-251-3227,,,,0,0,0,NONE
H00336,삼성연합의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 효석로 37, (효자동)",춘천시,효석로,37.8631786,127.7357562,033-264-5577,,,,0,0,0,NONE
H00337,삼성연합의원,CLINIC,"내과, 가정의학과","강원특별자치도 평창군 평창읍 문화길 35-8, (평창읍)",평창군,평창읍,37.3674392,128.3919304,033-332-6559,,,,0,0,0,NONE
H00338,삼성의원,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 중앙로 164, (중앙동)",속초시,중앙로,38.2051399,128.592395,033-638-8282,,,,0,0,0,NONE
H00339,삼성탑마취통증의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 삼척시 오십천로 421, 동성빌딩 2층, 5층 (남양동)",삼척시,오십천로,37.4408417,129.164621,033-575-8275,,,,0,0,0,NONE
H00340,상명내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 양양군 양양읍 남문6길 4, (양양읍)",양양군,양양읍,38.0756669,128.6221303,033-672-8712,,,,0,0,0,NONE
H00341,상쾌한이비인후과의원,CLINIC,"내과, 가정의학과","강원특별자치도 강릉시 경강로 2108, 2층 (임당동)",강릉시,경강로,37.7552401,128.8974907,033-641-8904,,,,0,0,0,NONE
H00342,새봄의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 동내면 공지로 76, 2층",춘천시,동내면,37.8541327,127.7509776,033-264-5100,,,,0,0,0,NONE
H00343,새샘의원,CLINIC,"내과, 가정의학과","강원특별자치도 평창군 평창읍 평창강로 838-7, (평창읍)",평창군,평창읍,37.3236442,128.3699251,033-332-0675,,,,0,0,0,NONE
H00344,서외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 동해시 동해대로 5007, (효가동)",동해시,동해대로,37.4930433,129.1100562,033-521-1308,,,,0,0,0,NONE
H00345,서울가정의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 정선군 정선읍 봉양7길 34-0, 2층 (정선농협)",정선군,정선읍,37.379634,128.6654709,033-563-6622,,,,0,0,0,NONE
H00346,서울내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 장미공원길 43-2, (단계동)",원주시,장미공원길,37.3470662,127.9303845,033-732-1344,,,,0,0,0,NONE
H00347,서울노앤기내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 중앙로 20, 2층 (교동, 르네상스 속초빌딩)",속초시,중앙로,38.1982739,128.5795054,033-635-8275,,,,0,0,0,NONE
H00348,서울드림의원,CLINIC,"내과, 가정의학과","강원특별자치도 홍천군 홍천읍 신장대로 47-1, 3층",홍천군,홍천읍,37.6903573,127.8815204,033-433-3354,,,,0,0,0,NONE
H00349,서울베스트안과의원,CLINIC,"내과, 가정의학과","강원특별자치도 동해시 중앙로 237, (천곡동)",동해시,중앙로,37.5220356,129.113774,033-531-6162,,,,0,0,0,NONE
H00350,서울산부인과의원,CLINIC,"내과, 가정의학과","강원특별자치도 삼척시 진주로 20, (남양동, 중앙상가)",삼척시,진주로,37.4425646,129.1642913,033-574-0041,,,,0,0,0,NONE
H00351,서울삼성내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 홍천군 홍천읍 홍천로 366, (홍천읍)",홍천군,홍천읍,37.6890034,127.8859089,033-435-8875,,,,0,0,0,NONE
H00352,서울삼성산부인과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 금강로 67-1, 5층 (조양동)",춘천시,금강로,37.879341,127.729191,033-912-8006,,,,0,0,0,NONE
H00353,서울삼성의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 남산면 한치로 98-1, (남산면)",춘천시,남산면,37.7897626,127.6467124,070-5220-2660,,,,0,0,0,NONE
H00354,서울성모정신건강의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 만대공원길 59, 3층 303호 (무실동)",원주시,만대공원길,37.3394268,127.9247117,033-731-3080,,,,0,0,0,NONE
H00355,서울성형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 강릉시 경강로 2097, 4층 (임당동, 원영빌딩)",강릉시,경강로,37.7549777,128.8961252,033-645-0570,,,,0,0,0,NONE
H00356,서울성형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 중앙로 48-1, (교동)",속초시,중앙로,38.2001322,128.5819048,033-637-3110,,,,0,0,0,NONE
H00357,서울수이비인후과의원,CLINIC,"내과, 가정의학과","강원특별자치도 강릉시 경강로 2120, 5층 501,502호 (옥천동, 씨네몰)",강릉시,경강로,37.7556996,128.8986261,033-655-0575,,,,0,0,0,NONE
H00358,서울아산내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 영서로 2341, (온의동)",춘천시,영서로,37.8683518,127.7158638,033-243-0826,,,,0,0,0,NONE
H00359,서울아산의원,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 중앙로 88-1, (청학동)",속초시,중앙로,38.2013459,128.5857959,033-635-6565,,,,0,0,0,NONE
H00360,서울안과의원,CLINIC,"내과, 가정의학과","강원특별자치도 홍천군 홍천읍 홍천로 356, (홍천읍)",홍천군,홍천읍,37.688697,127.8850218,033-433-8270,,,,0,0,0,NONE
H00361,서울안과의원,CLINIC,"내과, 가정의학과","강원특별자치도 강릉시 경강로 2108, 3층 (임당동)",강릉시,경강로,37.7552401,128.8974907,033-644-0707,,,,0,0,0,NONE
H00362,서울에이스정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 강릉시 금성로22번길 8, 2,3층 (금학동)",강릉시,금성로22번길,37.7544997,128.897785,033-641-1253,,,,0,0,0,NONE
H00363,서울연세의원,CLINIC,"내과, 가정의학과","강원특별자치도 삼척시 정상로 78, (교동)",삼척시,정상로,37.4488377,129.1755221,033-572-8251,,,,0,0,0,NONE
H00364,서울영상의학과의원,CLINIC,"내과, 가정의학과","강원특별자치도 속초시 중앙로 107, (금호동)",속초시,중앙로,38.2021633,128.5877169,033-637-8275,,,,0,0,0,NONE
H00365,서울온마음내과의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 동내면 영서로 1832, 3층",춘천시,동내면,37.8404257,127.759333,033-262-9989,,,,0,0,0,NONE
H00366,서울외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 원일로 169, (학성동)",원주시,원일로,37.3531274,127.9458995,033-742-1204,,,,0,0,0,NONE
