question_id,suspected_disease,symptom_group,question,positive_keywords,risk_score,required_resource_code,importance,disease_id,canonical_disease_name
DQ_BURN_002,화상,trauma,화상 부위가 넓거나 물집이 생겼나요?,넓은화상;물집;화상,4,ER_TRAUMA,4,D_TRM_014,화상
DQ_BURN_003,화상,trauma,"얼굴, 목, 손, 발, 회음부 또는 넓은 부위에 화상을 입었나요?",얼굴;목;손;발;넓은부위;화상,5,ER_TRAUMA,5,D_TRM_014,화상
DQ_BURN_004,화상,trauma,피부가 하얗거나 검게 변하고 감각이 둔한가요?,하얗게;검게;감각둔함;깊은화상,5,ER_TRAUMA,5,D_TRM_014,화상
DQ_BURN_005,화상,trauma,"연기를 마신 뒤 기침, 쉰 목소리, 숨참이 있나요?",연기흡입;기침;쉰목소리;숨참,5,ER_RESP,5,D_TRM_014,화상
DQ_CHEMICAL_POISONING_001,화학물질중독,toxic,화학물질을 마시거나 흡입한 뒤 증상이 생겼나요?,화학물질;흡입;마심;중독;노출,5,ER_GENERAL,5,D_TOX_014,화학물질중독
DQ_CHEMICAL_POISONING_002,화학물질중독,toxic,"숨이 차거나 기침, 목·가슴 따가움이 있나요?",숨참;기침;목따가움;가슴따가움;호흡곤란,5,ER_RESP,5,D_TOX_014,화학물질중독
DQ_CHEMICAL_POISONING_003,화학물질중독,toxic,"의식이 흐리거나 어지럼, 구토가 있나요?",의식저하;어지럼;구토;혼돈,5,ER_GENERAL,5,D_TOX_014,화학물질중독
DQ_CHEMICAL_POISONING_004,화학물질중독,toxic,"피부나 눈에 닿아 통증, 화끈거림, 시야 이상이 있나요?",피부통증;눈통증;화끈거림;시야이상,4,ER_GENERAL,4,D_TOX_014,화학물질중독
DQ_CHEM_001,화학물질중독,toxic,"세제, 락스, 농약, 화학물질을 마시거나 흡입했나요?",세제;락스;농약;화학물질;흡입,5,ER_GENERAL,5,D_TOX_014,화학물질중독
DQ_EYE_CHEM_001,화학성 안손상,eye,눈에 화학물질이 들어간 뒤 통증이나 시야 이상이 있나요?,눈;화학물질;통증;시야이상,5,ER_GENERAL,5,D_EYE_006,화학성 안손상
DQ_PED_FEVER_SEIZURE_001,소아 고열 경련,pediatric,경련이 5분 이상 지속되었거나 반복되었나요?,경련;발작;5분;반복,5,ER_PED,5,D_PED_003,열성경련
DQ_PED_FEVER_SEIZURE_002,소아 고열 경련,pediatric,경련 후에도 의식이 돌아오지 않거나 처져 있나요?,의식저하;처짐;반응없음;축짐,5,ER_PED,5,D_PED_003,열성경련
DQ_PED_FEVER_SEIZURE_003,소아 고열 경련,pediatric,목이 뻣뻣하거나 심한 두통·구토가 함께 있나요?,목뻣뻣;두통;구토;수막염,5,ER_PED,5,D_PED_003,열성경련
DQ_PED_FEVER_SEIZURE_004,소아 고열 경련,pediatric,생후 6개월 미만이거나 기저질환이 있나요?,6개월미만;영아;기저질환;어림,4,ER_PED,4,D_PED_003,열성경련
DQ_PED_FEVER_SEIZURE_005,소아 고열 경련,pediatric,체온이 39도 이상이거나 해열 후에도 계속 오르나요?,39도;40도;고열;해열;열,4,ER_PED,4,D_PED_003,열성경련
DQ_DEHYDRATION_001,탈수,abdominal,구토나 설사가 반복되어 물도 유지하기 어렵나요?,구토;설사;반복;물;못먹음,4,ER_GENERAL,5,D_DIG_016,중증 탈수
DQ_DEHYDRATION_002,탈수,abdominal,소변량이 크게 줄었거나 8시간 이상 소변을 보지 못했나요?,소변감소;소변안나옴;8시간;탈수,5,ER_GENERAL,5,D_DIG_016,중증 탈수
DQ_DEHYDRATION_003,탈수,abdominal,입이 마르고 어지럽거나 일어서기 힘든가요?,입마름;어지럼;기립;기운없음,4,ER_GENERAL,4,D_DIG_016,중증 탈수
DQ_DEHYDRATION_004,탈수,abdominal,피가 섞인 설사나 심한 복통·고열이 함께 있나요?,혈변;피섞인설사;복통;고열,5,ER_GENERAL,5,D_DIG_016,중증 탈수
DQ_DEHYDRATION_005,탈수,abdominal,영유아·고령자이거나 만성질환이 있나요?,영유아;고령;만성질환;기저질환,4,ER_GENERAL,4,D_DIG_016,중증 탈수
DQ_NORO_GASTRO_001,노로바이러스 의심 급성 위장염,abdominal,굴이나 해산물을 먹은 뒤 구토·설사가 시작됐나요?,굴;생굴;해산물;구토;설사,4,ER_GENERAL,5,D_DIG_004,노로바이러스 의심 급성 위장염
DQ_NORO_GASTRO_002,노로바이러스 의심 급성 위장염,abdominal,설사가 반복되거나 물처럼 나오나요?,반복설사;물설사;설사;복통,4,ER_GENERAL,4,D_DIG_004,노로바이러스 의심 급성 위장염
DQ_NORO_GASTRO_003,노로바이러스 의심 급성 위장염,abdominal,"고열이나 오한, 심한 복통이 함께 있나요?",고열;오한;복통;열,4,ER_GENERAL,4,D_DIG_004,노로바이러스 의심 급성 위장염
DQ_NORO_GASTRO_004,노로바이러스 의심 급성 위장염,abdominal,소변량이 줄거나 입이 마르고 어지러운가요?,소변감소;입마름;어지럼;탈수,5,ER_GENERAL,5,D_DIG_004,노로바이러스 의심 급성 위장염
DQ_NORO_GASTRO_005,노로바이러스 의심 급성 위장염,abdominal,피가 섞인 변이나 검은 변을 봤나요?,혈변;피섞인변;검은변;흑변,5,ER_GENERAL,5,D_DIG_004,노로바이러스 의심 급성 위장염
DQ_HEAD_INJURY_001,뇌진탕 의심 두부손상,trauma,머리를 다친 뒤 의식을 잃었거나 기억이 끊긴 적이 있나요?,머리;의식소실;기절;기억;두부손상,5,ER_TRAUMA,5,D_TRM_004,뇌진탕 의심 두부손상
DQ_HEAD_INJURY_002,뇌진탕 의심 두부손상,trauma,두통이 점점 심해지거나 반복해서 토하나요?,두통;악화;구토;반복구토;머리아픔,5,ER_TRAUMA,5,D_TRM_004,뇌진탕 의심 두부손상
DQ_HEAD_INJURY_003,뇌진탕 의심 두부손상,trauma,"말이 어눌하거나 한쪽 팔다리 힘 빠짐, 감각 이상이 있나요?",말이어눌;힘빠짐;마비;감각이상;신경증상,5,ER_NEURO,5,D_TRM_004,뇌진탕 의심 두부손상
DQ_HEAD_INJURY_004,뇌진탕 의심 두부손상,trauma,귀나 코에서 피나 맑은 액체가 나오나요?,귀출혈;코출혈;맑은액체;두개골,5,ER_TRAUMA,5,D_TRM_004,뇌진탕 의심 두부손상
DQ_HEAD_INJURY_005,뇌진탕 의심 두부손상,trauma,사다리나 높은 곳에서 떨어졌거나 강한 충격을 받았나요?,사다리;추락;높은곳;강한충격;외상,4,ER_TRAUMA,4,D_TRM_004,뇌진탕 의심 두부손상
DQ_EXP_EXP002_001,외상성 뇌손상,trauma,외상성 뇌손상와 관련된 핵심 증상이 갑자기 시작됐나요?,두부손상;의식저하;반복구토;두통악화,5,ER_TRAUMA,5,D_TRM_009,외상성 뇌손상
DQ_EXP_EXP002_002,외상성 뇌손상,trauma,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_TRAUMA,5,D_TRM_009,외상성 뇌손상
DQ_EXP_EXP002_003,외상성 뇌손상,trauma,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_TRAUMA,4,D_TRM_009,외상성 뇌손상
DQ_EXP_EXP002_004,외상성 뇌손상,trauma,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_TRAUMA,4,D_TRM_009,외상성 뇌손상
DQ_EXP_EXP002_005,외상성 뇌손상,trauma,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_TRAUMA,3,D_TRM_009,외상성 뇌손상
DQ_EXP_EXP003_001,경추손상,trauma,경추손상와 관련된 핵심 증상이 갑자기 시작됐나요?,목 다침;목 통증;팔다리 마비;추락,5,ER_TRAUMA,5,D_TRM_002,경추손상
DQ_EXP_EXP003_002,경추손상,trauma,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_TRAUMA,5,D_TRM_002,경추손상
DQ_EXP_EXP003_003,경추손상,trauma,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_TRAUMA,4,D_TRM_002,경추손상
DQ_EXP_EXP003_004,경추손상,trauma,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_TRAUMA,4,D_TRM_002,경추손상
DQ_EXP_EXP003_005,경추손상,trauma,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_TRAUMA,3,D_TRM_002,경추손상
DQ_EXP_EXP004_001,척추손상,trauma,척추손상와 관련된 핵심 증상이 갑자기 시작됐나요?,허리 외상;감각저하;마비;대소변장애,5,ER_TRAUMA,5,D_TRM_012,척추손상
DQ_EXP_EXP004_002,척추손상,trauma,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_TRAUMA,5,D_TRM_012,척추손상
DQ_EXP_EXP004_003,척추손상,trauma,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_TRAUMA,4,D_TRM_012,척추손상
DQ_EXP_EXP004_004,척추손상,trauma,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_TRAUMA,4,D_TRM_012,척추손상
DQ_EXP_EXP004_005,척추손상,trauma,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_TRAUMA,3,D_TRM_012,척추손상
DQ_EXP_EXP005_001,다발성외상,trauma,다발성외상와 관련된 핵심 증상이 갑자기 시작됐나요?,교통사고;추락;여러 부위 손상;의식저하,5,ER_TRAUMA,5,D_TRM_005,다발성외상
DQ_EXP_EXP005_002,다발성외상,trauma,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_TRAUMA,5,D_TRM_005,다발성외상
DQ_EXP_EXP005_003,다발성외상,trauma,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_TRAUMA,4,D_TRM_005,다발성외상
DQ_EXP_EXP005_004,다발성외상,trauma,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_TRAUMA,4,D_TRM_005,다발성외상
DQ_EXP_EXP005_005,다발성외상,trauma,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_TRAUMA,3,D_TRM_005,다발성외상
DQ_EXP_EXP006_001,개방성 골절,trauma,개방성 골절와 관련된 핵심 증상이 갑자기 시작됐나요?,뼈 보임;개방성 골절;출혈;변형,5,ER_TRAUMA,5,D_TRM_001,개방성 골절
DQ_EXP_EXP006_002,개방성 골절,trauma,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_TRAUMA,5,D_TRM_001,개방성 골절
DQ_EXP_EXP006_003,개방성 골절,trauma,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_TRAUMA,4,D_TRM_001,개방성 골절
DQ_EXP_EXP006_004,개방성 골절,trauma,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_TRAUMA,4,D_TRM_001,개방성 골절
DQ_EXP_EXP006_005,개방성 골절,trauma,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_TRAUMA,3,D_TRM_001,개방성 골절
DQ_EXP_EXP007_001,절단손상,trauma,절단손상와 관련된 핵심 증상이 갑자기 시작됐나요?,손가락 절단;발가락 절단;절단;압궤,5,ER_TRAUMA,5,D_TRM_011,절단손상
DQ_EXP_EXP007_002,절단손상,trauma,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_TRAUMA,5,D_TRM_011,절단손상
DQ_EXP_EXP007_003,절단손상,trauma,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_TRAUMA,4,D_TRM_011,절단손상
DQ_EXP_EXP007_004,절단손상,trauma,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_TRAUMA,4,D_TRM_011,절단손상
DQ_EXP_EXP007_005,절단손상,trauma,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_TRAUMA,3,D_TRM_011,절단손상
DQ_EXP_EXP008_001,압궤손상,trauma,압궤손상와 관련된 핵심 증상이 갑자기 시작됐나요?,끼임;눌림;압궤;붓기,5,ER_TRAUMA,5,D_TRM_007,압궤손상
DQ_EXP_EXP008_002,압궤손상,trauma,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_TRAUMA,5,D_TRM_007,압궤손상
DQ_EXP_EXP008_003,압궤손상,trauma,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_TRAUMA,4,D_TRM_007,압궤손상
DQ_EXP_EXP008_004,압궤손상,trauma,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_TRAUMA,4,D_TRM_007,압궤손상
DQ_EXP_EXP008_005,압궤손상,trauma,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_TRAUMA,3,D_TRM_007,압궤손상
DQ_EXP_EXP009_001,안면외상,trauma,안면외상와 관련된 핵심 증상이 갑자기 시작됐나요?,얼굴 다침;코피;턱 통증;시야 이상,4,ER_TRAUMA,5,D_TRM_006,안면외상
DQ_EXP_EXP009_002,안면외상,trauma,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_TRAUMA,5,D_TRM_006,안면외상
DQ_EXP_EXP009_003,안면외상,trauma,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_TRAUMA,4,D_TRM_006,안면외상
DQ_EXP_EXP009_004,안면외상,trauma,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_TRAUMA,4,D_TRM_006,안면외상
DQ_EXP_EXP009_005,안면외상,trauma,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_TRAUMA,3,D_TRM_006,안면외상
DQ_EXP_EXP011_001,폐렴 의심 고열,respiratory,폐렴 의심 고열와 관련된 핵심 증상이 갑자기 시작됐나요?,고열;기침;가래;숨참,4,ER_RESP,5,D_RESP_016,폐렴 의심 고열
DQ_EXP_EXP011_002,폐렴 의심 고열,respiratory,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_RESP,5,D_RESP_016,폐렴 의심 고열
DQ_EXP_EXP011_003,폐렴 의심 고열,respiratory,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_RESP,4,D_RESP_016,폐렴 의심 고열
DQ_EXP_EXP011_004,폐렴 의심 고열,respiratory,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_RESP,4,D_RESP_016,폐렴 의심 고열
DQ_EXP_EXP011_005,폐렴 의심 고열,respiratory,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_RESP,3,D_RESP_016,폐렴 의심 고열
DQ_EXP_EXP012_001,천식 악화,respiratory,천식 악화와 관련된 핵심 증상이 갑자기 시작됐나요?,천식;쌕쌕;흡입기;숨참,5,ER_RESP,5,D_RESP_012,천식 악화
DQ_EXP_EXP012_002,천식 악화,respiratory,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_RESP,5,D_RESP_012,천식 악화
DQ_EXP_EXP012_003,천식 악화,respiratory,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_RESP,4,D_RESP_012,천식 악화
DQ_EXP_EXP012_004,천식 악화,respiratory,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_RESP,4,D_RESP_012,천식 악화
DQ_EXP_EXP012_005,천식 악화,respiratory,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_RESP,3,D_RESP_012,천식 악화
DQ_EXP_EXP013_001,COPD 급성악화,respiratory,COPD 급성악화와 관련된 핵심 증상이 갑자기 시작됐나요?,만성폐질환;가래 증가;숨참;청색증,5,ER_RESP,5,D_RESP_001,COPD 급성악화
DQ_EXP_EXP013_002,COPD 급성악화,respiratory,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_RESP,5,D_RESP_001,COPD 급성악화
DQ_EXP_EXP013_003,COPD 급성악화,respiratory,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_RESP,4,D_RESP_001,COPD 급성악화
DQ_EXP_EXP013_004,COPD 급성악화,respiratory,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_RESP,4,D_RESP_001,COPD 급성악화
DQ_EXP_EXP013_005,COPD 급성악화,respiratory,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_RESP,3,D_RESP_001,COPD 급성악화
DQ_EXP_EXP014_001,기흉,respiratory,기흉와 관련된 핵심 증상이 갑자기 시작됐나요?,갑작스런 흉통;숨참;한쪽 가슴;마른체형,5,ER_RESP,5,D_RESP_006,기흉
DQ_EXP_EXP014_002,기흉,respiratory,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_RESP,5,D_RESP_006,기흉
DQ_EXP_EXP014_003,기흉,respiratory,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_RESP,4,D_RESP_006,기흉
DQ_EXP_EXP014_004,기흉,respiratory,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_RESP,4,D_RESP_006,기흉
DQ_EXP_EXP014_005,기흉,respiratory,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_RESP,3,D_RESP_006,기흉
DQ_EXP_EXP015_001,폐색전증,respiratory,폐색전증와 관련된 핵심 증상이 갑자기 시작됐나요?,갑작스런 숨참;흉통;다리부종;수술후,5,ER_RESP,5,D_RESP_017,폐색전증
DQ_EXP_EXP015_002,폐색전증,respiratory,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_RESP,5,D_RESP_017,폐색전증
DQ_EXP_EXP015_003,폐색전증,respiratory,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_RESP,4,D_RESP_017,폐색전증
DQ_EXP_EXP015_004,폐색전증,respiratory,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_RESP,4,D_RESP_017,폐색전증
DQ_EXP_EXP015_005,폐색전증,respiratory,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_RESP,3,D_RESP_017,폐색전증
DQ_EXP_EXP016_001,급성 심부전,cardio,급성 심부전와 관련된 핵심 증상이 갑자기 시작됐나요?,숨참;누우면 악화;다리부종;거품가래,5,ER_CARDIO,5,D_CAR_005,급성 심부전
DQ_EXP_EXP016_002,급성 심부전,cardio,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_CARDIO,5,D_CAR_005,급성 심부전
DQ_EXP_EXP016_003,급성 심부전,cardio,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_CARDIO,4,D_CAR_005,급성 심부전
DQ_EXP_EXP016_004,급성 심부전,cardio,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_CARDIO,4,D_CAR_005,급성 심부전
DQ_EXP_EXP016_005,급성 심부전,cardio,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_CARDIO,3,D_CAR_005,급성 심부전
DQ_EXP_EXP017_001,대동맥박리,cardio,대동맥박리와 관련된 핵심 증상이 갑자기 시작됐나요?,찢어지는 흉통;등 통증;혈압차;실신,5,ER_CARDIO,5,D_CAR_007,대동맥박리
DQ_EXP_EXP017_002,대동맥박리,cardio,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_CARDIO,5,D_CAR_007,대동맥박리
DQ_EXP_EXP017_003,대동맥박리,cardio,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_CARDIO,4,D_CAR_007,대동맥박리
DQ_EXP_EXP017_004,대동맥박리,cardio,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_CARDIO,4,D_CAR_007,대동맥박리
DQ_EXP_EXP017_005,대동맥박리,cardio,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_CARDIO,3,D_CAR_007,대동맥박리
DQ_EXP_EXP018_001,고혈압성 응급,cardio,고혈압성 응급와 관련된 핵심 증상이 갑자기 시작됐나요?,혈압 180;심한 두통;흉통;시야 이상,5,ER_CARDIO,5,D_CAR_002,고혈압성 응급
DQ_EXP_EXP018_002,고혈압성 응급,cardio,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_CARDIO,5,D_CAR_002,고혈압성 응급
DQ_EXP_EXP018_003,고혈압성 응급,cardio,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_CARDIO,4,D_CAR_002,고혈압성 응급
DQ_EXP_EXP018_004,고혈압성 응급,cardio,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_CARDIO,4,D_CAR_002,고혈압성 응급
DQ_EXP_EXP018_005,고혈압성 응급,cardio,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_CARDIO,3,D_CAR_002,고혈압성 응급
DQ_EXP_EXP019_001,실신,neuro,실신와 관련된 핵심 증상이 갑자기 시작됐나요?,기절;쓰러짐;의식소실;어지럼,4,ER_NEURO,5,D_NEU_006,실신
DQ_EXP_EXP019_002,실신,neuro,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_NEURO,5,D_NEU_006,실신
DQ_EXP_EXP019_003,실신,neuro,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_NEURO,4,D_NEU_006,실신
DQ_EXP_EXP019_004,실신,neuro,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_NEURO,4,D_NEU_006,실신
DQ_EXP_EXP019_005,실신,neuro,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_NEURO,3,D_NEU_006,실신
DQ_EXP_EXP020_001,경련 발작,neuro,경련 발작와 관련된 핵심 증상이 갑자기 시작됐나요?,경련;발작;거품;의식저하,5,ER_NEURO,5,D_NEU_001,경련 발작
DQ_EXP_EXP020_002,경련 발작,neuro,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_NEURO,5,D_NEU_001,경련 발작
DQ_EXP_EXP020_003,경련 발작,neuro,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_NEURO,4,D_NEU_001,경련 발작
DQ_EXP_EXP020_004,경련 발작,neuro,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_NEURO,4,D_NEU_001,경련 발작
DQ_EXP_EXP020_005,경련 발작,neuro,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_NEURO,3,D_NEU_001,경련 발작
DQ_EXP_EXP021_001,수막염 의심,neuro,목이 뻣뻣하거나 고개를 숙일 때 두통이 심해지나요?,목뻣뻣;고개숙임;두통;수막염,5,ER_NEURO,5,D_NEU_004,수막염 의심
DQ_EXP_EXP021_002,수막염 의심,neuro,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_NEURO,5,D_NEU_004,수막염 의심
DQ_EXP_EXP021_003,수막염 의심,neuro,진통제를 먹어도 심한 두통과 열이 계속되나요?,진통제;두통;고열;지속,5,ER_NEURO,4,D_NEU_004,수막염 의심
DQ_EXP_EXP021_004,수막염 의심,neuro,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_NEURO,4,D_NEU_004,수막염 의심
DQ_EXP_EXP021_005,수막염 의심,neuro,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_NEURO,3,D_NEU_004,수막염 의심
DQ_EXP_EXP022_001,편두통 위험징후,neuro,편두통 위험징후와 관련된 핵심 증상이 갑자기 시작됐나요?,두통;시야번쩍;구토;편측,4,ER_NEURO,5,D_NEU_010,편두통 위험징후
DQ_EXP_EXP022_002,편두통 위험징후,neuro,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_NEURO,5,D_NEU_010,편두통 위험징후
DQ_EXP_EXP022_003,편두통 위험징후,neuro,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_NEURO,4,D_NEU_010,편두통 위험징후
DQ_EXP_EXP022_004,편두통 위험징후,neuro,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_NEURO,4,D_NEU_010,편두통 위험징후
DQ_EXP_EXP022_005,편두통 위험징후,neuro,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_NEURO,3,D_NEU_010,편두통 위험징후
DQ_EXP_EXP023_001,급성 충수염,abdominal,급성 충수염와 관련된 핵심 증상이 갑자기 시작됐나요?,오른쪽 아랫배;복통;열;구토,4,ER_GENERAL,5,D_DIG_007,맹장염
DQ_EXP_EXP023_002,급성 충수염,abdominal,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_DIG_007,맹장염
DQ_EXP_EXP023_003,급성 충수염,abdominal,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_GENERAL,4,D_DIG_007,맹장염
DQ_EXP_EXP023_004,급성 충수염,abdominal,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_GENERAL,4,D_DIG_007,맹장염
DQ_EXP_EXP023_005,급성 충수염,abdominal,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_DIG_007,맹장염
